dato,skole,elevdag,laererdag,sfodag,kommentar
2016-11-27,Austbø skole,Nei,Nei,Nei,Søndag
2016-11-28,Austbø skole,Ja,Ja,Nei,
2016-11-29,Austbø skole,Ja,Ja,Nei,
2016-11-30,Austbø skole,Ja,Ja,Nei,
2016-12-01,Austbø skole,Ja,Ja,Nei,
2016-12-02,Austbø skole,Ja,Ja,Nei,
2016-12-03,Austbø skole,Nei,Nei,Nei,Lørdag
2016-12-04,Austbø skole,Nei,Nei,Nei,Søndag
2016-12-05,Austbø skole,Ja,Ja,Nei,
2016-12-06,Austbø skole,Ja,Ja,Nei,
2016-12-07,Austbø skole,Ja,Ja,Nei,
2016-12-08,Austbø skole,Ja,Ja,Nei,
2016-12-09,Austbø skole,Ja,Ja,Nei,
2016-12-10,Austbø skole,Nei,Nei,Nei,Lørdag
2016-12-11,Austbø skole,Nei,Nei,Nei,Søndag
2016-12-12,Austbø skole,Ja,Ja,Nei,
2016-12-13,Austbø skole,Ja,Ja,Nei,
2016-12-14,Austbø skole,Ja,Ja,Nei,
2016-12-15,Austbø skole,Ja,Ja,Nei,
2016-12-16,Austbø skole,Ja,Ja,Nei,
2016-12-17,Austbø skole,Nei,Nei,Nei,Lørdag
2016-12-18,Austbø skole,Nei,Nei,Nei,Søndag
2016-12-19,Austbø skole,Ja,Ja,Nei,
2016-12-20,Austbø skole,Ja,Ja,Nei,
2016-12-21,Austbø skole,Ja,Ja,Nei,
2016-12-22,Austbø skole,Nei,Nei,Nei,Juleferie
2016-12-23,Austbø skole,Nei,Nei,Nei,Juleferie
2016-12-24,Austbø skole,Nei,Nei,Nei,Lørdag
2016-12-25,Austbø skole,Nei,Nei,Nei,1. juledag
2016-12-26,Austbø skole,Nei,Nei,Nei,2. juledag
2016-12-27,Austbø skole,Nei,Nei,Nei,Juleferie
2016-12-28,Austbø skole,Nei,Nei,Nei,Juleferie
2016-12-29,Austbø skole,Nei,Nei,Nei,Juleferie
2016-12-30,Austbø skole,Nei,Nei,Nei,Juleferie
2016-12-31,Austbø skole,Nei,Nei,Nei,Lørdag
2017-01-01,Austbø skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,Austbø skole,Nei,Nei,Nei,Planleggingsdag
2017-01-03,Austbø skole,Ja,Ja,Nei,
2017-01-04,Austbø skole,Ja,Ja,Nei,
2017-01-05,Austbø skole,Ja,Ja,Nei,
2017-01-06,Austbø skole,Ja,Ja,Nei,
2017-01-07,Austbø skole,Nei,Nei,Nei,Lørdag
2017-01-08,Austbø skole,Nei,Nei,Nei,Søndag
2017-01-09,Austbø skole,Ja,Ja,Nei,
2017-01-10,Austbø skole,Ja,Ja,Nei,
2017-01-11,Austbø skole,Ja,Ja,Nei,
2017-01-12,Austbø skole,Ja,Ja,Nei,
2017-01-13,Austbø skole,Ja,Ja,Nei,
2017-01-14,Austbø skole,Nei,Nei,Nei,Lørdag
2017-01-15,Austbø skole,Nei,Nei,Nei,Søndag
2017-01-16,Austbø skole,Ja,Ja,Nei,
2017-01-17,Austbø skole,Ja,Ja,Nei,
2017-01-18,Austbø skole,Ja,Ja,Nei,
2017-01-19,Austbø skole,Ja,Ja,Nei,
2017-01-20,Austbø skole,Ja,Ja,Nei,
2017-01-21,Austbø skole,Nei,Nei,Nei,Lørdag
2017-01-22,Austbø skole,Nei,Nei,Nei,Søndag
2017-01-23,Austbø skole,Ja,Ja,Nei,
2017-01-24,Austbø skole,Ja,Ja,Nei,
2017-01-25,Austbø skole,Ja,Ja,Nei,
2017-01-26,Austbø skole,Ja,Ja,Nei,
2017-01-27,Austbø skole,Ja,Ja,Nei,
2017-01-28,Austbø skole,Nei,Nei,Nei,Lørdag
2017-01-29,Austbø skole,Nei,Nei,Nei,Søndag
2017-01-30,Austbø skole,Ja,Ja,Nei,
2017-01-31,Austbø skole,Ja,Ja,Nei,
2017-02-01,Austbø skole,Ja,Ja,Nei,
2017-02-02,Austbø skole,Ja,Ja,Nei,
2017-02-03,Austbø skole,Ja,Ja,Nei,
2017-02-04,Austbø skole,Nei,Nei,Nei,Lørdag
2017-02-05,Austbø skole,Nei,Nei,Nei,Søndag
2017-02-06,Austbø skole,Ja,Ja,Nei,
2017-02-07,Austbø skole,Ja,Ja,Nei,
2017-02-08,Austbø skole,Ja,Ja,Nei,
2017-02-09,Austbø skole,Ja,Ja,Nei,
2017-02-10,Austbø skole,Ja,Ja,Nei,
2017-02-11,Austbø skole,Nei,Nei,Nei,Lørdag
2017-02-12,Austbø skole,Nei,Nei,Nei,Søndag
2017-02-13,Austbø skole,Ja,Ja,Nei,
2017-02-14,Austbø skole,Ja,Ja,Nei,
2017-02-15,Austbø skole,Ja,Ja,Nei,
2017-02-16,Austbø skole,Ja,Ja,Nei,
2017-02-17,Austbø skole,Ja,Ja,Nei,
2017-02-18,Austbø skole,Nei,Nei,Nei,Lørdag
2017-02-19,Austbø skole,Nei,Nei,Nei,Søndag
2017-02-20,Austbø skole,Ja,Ja,Nei,
2017-02-21,Austbø skole,Ja,Ja,Nei,
2017-02-22,Austbø skole,Ja,Ja,Nei,
2017-02-23,Austbø skole,Ja,Ja,Nei,
2017-02-24,Austbø skole,Ja,Ja,Nei,
2017-02-25,Austbø skole,Nei,Nei,Nei,Lørdag
2017-02-26,Austbø skole,Nei,Nei,Nei,Søndag
2017-02-27,Austbø skole,Nei,Nei,Nei,Vinterferie
2017-02-28,Austbø skole,Nei,Nei,Nei,Vinterferie
2017-03-01,Austbø skole,Nei,Nei,Nei,Vinterferie
2017-03-02,Austbø skole,Nei,Nei,Nei,Vinterferie
2017-03-03,Austbø skole,Nei,Nei,Nei,Vinterferie
2017-03-04,Austbø skole,Nei,Nei,Nei,Lørdag
2017-03-05,Austbø skole,Nei,Nei,Nei,Søndag
2017-03-06,Austbø skole,Ja,Ja,Nei,
2017-03-07,Austbø skole,Ja,Ja,Nei,
2017-03-08,Austbø skole,Ja,Ja,Nei,
2017-03-09,Austbø skole,Ja,Ja,Nei,
2017-03-10,Austbø skole,Ja,Ja,Nei,
2017-03-11,Austbø skole,Nei,Nei,Nei,Lørdag
2017-03-12,Austbø skole,Nei,Nei,Nei,Søndag
2017-03-13,Austbø skole,Ja,Ja,Nei,
2017-03-14,Austbø skole,Ja,Ja,Nei,
2017-03-15,Austbø skole,Ja,Ja,Nei,
2017-03-16,Austbø skole,Ja,Ja,Nei,
2017-03-17,Austbø skole,Ja,Ja,Nei,
2017-03-18,Austbø skole,Nei,Nei,Nei,Lørdag
2017-03-19,Austbø skole,Nei,Nei,Nei,Søndag
2017-03-20,Austbø skole,Ja,Ja,Nei,
2017-03-21,Austbø skole,Ja,Ja,Nei,
2017-03-22,Austbø skole,Ja,Ja,Nei,
2017-03-23,Austbø skole,Ja,Ja,Nei,
2017-03-24,Austbø skole,Ja,Ja,Nei,
2017-03-25,Austbø skole,Nei,Nei,Nei,Lørdag
2017-03-26,Austbø skole,Nei,Nei,Nei,Søndag
2017-03-27,Austbø skole,Ja,Ja,Nei,
2017-03-28,Austbø skole,Ja,Ja,Nei,
2017-03-29,Austbø skole,Ja,Ja,Nei,
2017-03-30,Austbø skole,Ja,Ja,Nei,
2017-03-31,Austbø skole,Ja,Ja,Nei,
2017-04-01,Austbø skole,Nei,Nei,Nei,Lørdag
2017-04-02,Austbø skole,Nei,Nei,Nei,Søndag
2017-04-03,Austbø skole,Ja,Ja,Nei,
2017-04-04,Austbø skole,Ja,Ja,Nei,
2017-04-05,Austbø skole,Ja,Ja,Nei,
2017-04-06,Austbø skole,Ja,Ja,Nei,
2017-04-07,Austbø skole,Ja,Ja,Nei,
2017-04-08,Austbø skole,Nei,Nei,Nei,Lørdag
2017-04-09,Austbø skole,Nei,Nei,Nei,Palmesøndag
2017-04-10,Austbø skole,Nei,Nei,Nei,Påskeferie
2017-04-11,Austbø skole,Nei,Nei,Nei,Påskeferie
2017-04-12,Austbø skole,Nei,Nei,Nei,Påskeferie
2017-04-13,Austbø skole,Nei,Nei,Nei,Skjærtorsdag
2017-04-14,Austbø skole,Nei,Nei,Nei,Langfredag
2017-04-15,Austbø skole,Nei,Nei,Nei,Lørdag
2017-04-16,Austbø skole,Nei,Nei,Nei,1. påskedag
2017-04-17,Austbø skole,Nei,Nei,Nei,2. påskedag
2017-04-18,Austbø skole,Nei,Ja,Nei,Planleggingsdag
2017-04-19,Austbø skole,Ja,Ja,Nei,
2017-04-20,Austbø skole,Ja,Ja,Nei,
2017-04-21,Austbø skole,Ja,Ja,Nei,
2017-04-22,Austbø skole,Nei,Nei,Nei,Lørdag
2017-04-23,Austbø skole,Nei,Nei,Nei,Søndag
2017-04-24,Austbø skole,Ja,Ja,Nei,
2017-04-25,Austbø skole,Ja,Ja,Nei,
2017-04-26,Austbø skole,Ja,Ja,Nei,
2017-04-27,Austbø skole,Ja,Ja,Nei,
2017-04-28,Austbø skole,Ja,Ja,Nei,
2017-04-29,Austbø skole,Nei,Nei,Nei,Lørdag
2017-04-30,Austbø skole,Nei,Nei,Nei,Søndag
2017-05-01,Austbø skole,Nei,Nei,Nei,Off. Høytidsdag
2017-05-02,Austbø skole,Ja,Ja,Nei,
2017-05-03,Austbø skole,Ja,Ja,Nei,
2017-05-04,Austbø skole,Ja,Ja,Nei,
2017-05-05,Austbø skole,Ja,Ja,Nei,
2017-05-06,Austbø skole,Nei,Nei,Nei,Lørdag
2017-05-07,Austbø skole,Nei,Nei,Nei,Søndag
2017-05-08,Austbø skole,Ja,Ja,Nei,
2017-05-09,Austbø skole,Ja,Ja,Nei,
2017-05-10,Austbø skole,Ja,Ja,Nei,
2017-05-11,Austbø skole,Ja,Ja,Nei,
2017-05-12,Austbø skole,Ja,Ja,Nei,
2017-05-13,Austbø skole,Nei,Nei,Nei,Lørdag
2017-05-14,Austbø skole,Nei,Nei,Nei,Søndag
2017-05-15,Austbø skole,Ja,Ja,Nei,
2017-05-16,Austbø skole,Ja,Ja,Nei,
2017-05-17,Austbø skole,Nei,Nei,Nei,Grunnlovsdag
2017-05-18,Austbø skole,Ja,Ja,Nei,
2017-05-19,Austbø skole,Ja,Ja,Nei,
2017-05-20,Austbø skole,Nei,Nei,Nei,Lørdag
2017-05-21,Austbø skole,Nei,Nei,Nei,Søndag
2017-05-22,Austbø skole,Ja,Ja,Nei,
2017-05-23,Austbø skole,Ja,Ja,Nei,
2017-05-24,Austbø skole,Ja,Ja,Nei,
2017-05-25,Austbø skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Austbø skole,Nei,Nei,Nei,Fridag
2017-05-27,Austbø skole,Nei,Nei,Nei,Lørdag
2017-05-28,Austbø skole,Nei,Nei,Nei,Søndag
2017-05-29,Austbø skole,Ja,Ja,Nei,
2017-05-30,Austbø skole,Ja,Ja,Nei,
2017-05-31,Austbø skole,Ja,Ja,Nei,
2017-06-01,Austbø skole,Ja,Ja,Nei,
2017-06-02,Austbø skole,Ja,Ja,Nei,
2017-06-03,Austbø skole,Nei,Nei,Nei,Lørdag
2017-06-04,Austbø skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,Austbø skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,Austbø skole,Ja,Ja,Nei,
2017-06-07,Austbø skole,Ja,Ja,Nei,
2017-06-08,Austbø skole,Ja,Ja,Nei,
2017-06-09,Austbø skole,Ja,Ja,Nei,
2017-06-10,Austbø skole,Nei,Nei,Nei,Lørdag
2017-06-11,Austbø skole,Nei,Nei,Nei,Søndag
2017-06-12,Austbø skole,Ja,Ja,Nei,
2017-06-13,Austbø skole,Ja,Ja,Nei,
2017-06-14,Austbø skole,Ja,Ja,Nei,
2017-06-15,Austbø skole,Ja,Ja,Nei,
2017-06-16,Austbø skole,Ja,Ja,Nei,
2017-06-17,Austbø skole,Nei,Nei,Nei,Lørdag
2017-06-18,Austbø skole,Nei,Nei,Nei,Søndag
2017-06-19,Austbø skole,Ja,Ja,Nei,
2017-06-20,Austbø skole,Ja,Ja,Nei,
2017-06-21,Austbø skole,Ja,Ja,Nei,
2017-06-22,Austbø skole,Ja,Ja,Nei,Siste skoledag
2017-06-23,Austbø skole,Nei,Nei,Nei,
2017-06-24,Austbø skole,Nei,Nei,Nei,Lørdag
2017-06-25,Austbø skole,Nei,Nei,Nei,Søndag
2017-06-26,Austbø skole,Nei,Nei,Nei,
2017-06-27,Austbø skole,Nei,Nei,Nei,
2017-06-28,Austbø skole,Nei,Nei,Nei,
2017-06-29,Austbø skole,Nei,Nei,Nei,
2017-06-30,Austbø skole,Nei,Nei,Nei,
2017-07-01,Austbø skole,Nei,Nei,Nei,Lørdag
2017-07-02,Austbø skole,Nei,Nei,Nei,Søndag
2017-07-03,Austbø skole,Nei,Nei,Nei,
2017-07-04,Austbø skole,Nei,Nei,Nei,
2017-07-05,Austbø skole,Nei,Nei,Nei,
2017-07-06,Austbø skole,Nei,Nei,Nei,
2017-07-07,Austbø skole,Nei,Nei,Nei,
2017-07-08,Austbø skole,Nei,Nei,Nei,Lørdag
2017-07-09,Austbø skole,Nei,Nei,Nei,Søndag
2017-07-10,Austbø skole,Nei,Nei,Nei,
2017-07-11,Austbø skole,Nei,Nei,Nei,
2017-07-12,Austbø skole,Nei,Nei,Nei,
2017-07-13,Austbø skole,Nei,Nei,Nei,
2017-07-14,Austbø skole,Nei,Nei,Nei,
2017-07-15,Austbø skole,Nei,Nei,Nei,Lørdag
2017-07-16,Austbø skole,Nei,Nei,Nei,Søndag
2017-07-17,Austbø skole,Nei,Nei,Nei,
2017-07-18,Austbø skole,Nei,Nei,Nei,
2017-07-19,Austbø skole,Nei,Nei,Nei,
2017-07-20,Austbø skole,Nei,Nei,Nei,
2017-07-21,Austbø skole,Nei,Nei,Nei,
2017-07-22,Austbø skole,Nei,Nei,Nei,Lørdag
2017-07-23,Austbø skole,Nei,Nei,Nei,Søndag
2017-07-24,Austbø skole,Nei,Nei,Nei,
2017-07-25,Austbø skole,Nei,Nei,Nei,
2017-07-26,Austbø skole,Nei,Nei,Nei,
2017-07-27,Austbø skole,Nei,Nei,Nei,
2017-07-28,Austbø skole,Nei,Nei,Nei,
2017-07-29,Austbø skole,Nei,Nei,Nei,Lørdag
2017-07-30,Austbø skole,Nei,Nei,Nei,Søndag
2017-07-31,Austbø skole,Nei,Nei,Nei,
2016-08-01,Buøy skole,Nei,Nei,Ja,Første dag - SFO
2016-08-02,Buøy skole,Nei,Nei,Ja,
2016-08-03,Buøy skole,Nei,Nei,Ja,
2016-08-04,Buøy skole,Nei,Nei,Ja,
2016-08-05,Buøy skole,Nei,Nei,Ja,
2016-08-06,Buøy skole,Nei,Nei,Nei,Lørdag
2016-08-07,Buøy skole,Nei,Nei,Nei,Søndag
2016-08-08,Buøy skole,Nei,Nei,Ja,
2016-08-09,Buøy skole,Nei,Nei,Ja,
2016-08-10,Buøy skole,Nei,Nei,Ja,
2016-08-11,Buøy skole,Nei,Nei,Ja,
2016-08-12,Buøy skole,Nei,Nei,Ja,
2016-08-13,Buøy skole,Nei,Nei,Nei,Lørdag
2016-08-14,Buøy skole,Nei,Nei,Nei,Søndag
2016-08-15,Buøy skole,Nei,Ja,Nei,Planleggingsdag
2016-08-16,Buøy skole,Nei,Ja,Nei,Planleggingsdag
2016-08-17,Buøy skole,Nei,Ja,Nei,Planleggingsdag
2016-08-18,Buøy skole,Ja,Ja,Ja,Første skoledag
2016-08-19,Buøy skole,Ja,Ja,Ja,
2016-08-20,Buøy skole,Nei,Nei,Nei,Lørdag
2016-08-21,Buøy skole,Nei,Nei,Nei,Søndag
2016-08-22,Buøy skole,Ja,Ja,Ja,
2016-08-23,Buøy skole,Ja,Ja,Ja,
2016-08-24,Buøy skole,Ja,Ja,Ja,
2016-08-25,Buøy skole,Ja,Ja,Ja,
2016-08-26,Buøy skole,Ja,Ja,Ja,
2016-08-27,Buøy skole,Nei,Nei,Nei,Lørdag
2016-08-28,Buøy skole,Nei,Nei,Nei,Søndag
2016-08-29,Buøy skole,Ja,Ja,Ja,
2016-08-30,Buøy skole,Ja,Ja,Ja,
2016-08-31,Buøy skole,Ja,Ja,Ja,
2016-09-01,Buøy skole,Ja,Ja,Ja,
2016-09-02,Buøy skole,Ja,Ja,Ja,
2016-09-03,Buøy skole,Nei,Nei,Nei,Lørdag
2016-09-04,Buøy skole,Nei,Nei,Nei,Søndag
2016-09-05,Buøy skole,Ja,Ja,Ja,
2016-09-06,Buøy skole,Ja,Ja,Ja,
2016-09-07,Buøy skole,Ja,Ja,Ja,
2016-09-08,Buøy skole,Ja,Ja,Ja,
2016-09-09,Buøy skole,Ja,Ja,Ja,
2016-09-10,Buøy skole,Nei,Nei,Nei,Lørdag
2016-09-11,Buøy skole,Nei,Nei,Nei,Søndag
2016-09-12,Buøy skole,Ja,Ja,Ja,
2016-09-13,Buøy skole,Ja,Ja,Ja,
2016-09-14,Buøy skole,Ja,Ja,Ja,
2016-09-15,Buøy skole,Ja,Ja,Ja,
2016-09-16,Buøy skole,Ja,Ja,Ja,
2016-09-17,Buøy skole,Nei,Nei,Nei,Lørdag
2016-09-18,Buøy skole,Nei,Nei,Nei,Søndag
2016-09-19,Buøy skole,Ja,Ja,Ja,
2016-09-20,Buøy skole,Ja,Ja,Ja,
2016-09-21,Buøy skole,Ja,Ja,Ja,
2016-09-22,Buøy skole,Ja,Ja,Ja,
2016-09-23,Buøy skole,Ja,Ja,Ja,
2016-09-24,Buøy skole,Nei,Nei,Nei,Lørdag
2016-09-25,Buøy skole,Nei,Nei,Nei,Søndag
2016-09-26,Buøy skole,Ja,Ja,Ja,
2016-09-27,Buøy skole,Ja,Ja,Ja,
2016-09-28,Buøy skole,Ja,Ja,Ja,
2016-09-29,Buøy skole,Ja,Ja,Ja,
2016-09-30,Buøy skole,Ja,Ja,Ja,
2016-10-01,Buøy skole,Nei,Nei,Nei,Lørdag
2016-10-02,Buøy skole,Nei,Nei,Nei,Søndag
2016-10-03,Buøy skole,Ja,Ja,Ja,
2016-10-04,Buøy skole,Ja,Ja,Ja,
2016-10-05,Buøy skole,Ja,Ja,Ja,
2016-10-06,Buøy skole,Ja,Ja,Ja,
2016-10-07,Buøy skole,Ja,Ja,Ja,
2016-10-08,Buøy skole,Nei,Nei,Nei,Lørdag
2016-10-09,Buøy skole,Nei,Nei,Nei,Søndag
2016-10-10,Buøy skole,Nei,Nei,Ja,Høstferie
2016-10-11,Buøy skole,Nei,Nei,Ja,Høstferie
2016-10-12,Buøy skole,Nei,Nei,Ja,Høstferie
2016-10-13,Buøy skole,Nei,Nei,Ja,Høstferie
2016-10-14,Buøy skole,Nei,Nei,Ja,Høstferie
2016-10-15,Buøy skole,Nei,Nei,Nei,Lørdag
2016-10-16,Buøy skole,Nei,Nei,Nei,Søndag
2016-10-17,Buøy skole,Ja,Ja,Ja,
2016-10-18,Buøy skole,Ja,Ja,Ja,
2016-10-19,Buøy skole,Ja,Ja,Ja,
2016-10-20,Buøy skole,Ja,Ja,Ja,
2016-10-21,Buøy skole,Ja,Ja,Ja,
2016-10-22,Buøy skole,Nei,Nei,Nei,Lørdag
2016-10-23,Buøy skole,Nei,Nei,Nei,Søndag
2016-10-24,Buøy skole,Ja,Ja,Ja,
2016-10-25,Buøy skole,Ja,Ja,Ja,
2016-10-26,Buøy skole,Ja,Ja,Ja,
2016-10-27,Buøy skole,Ja,Ja,Ja,
2016-10-28,Buøy skole,Ja,Ja,Ja,
2016-10-29,Buøy skole,Nei,Nei,Nei,Lørdag
2016-10-30,Buøy skole,Nei,Nei,Nei,Søndag
2016-10-31,Buøy skole,Ja,Ja,Ja,
2016-11-01,Buøy skole,Ja,Ja,Ja,
2016-11-02,Buøy skole,Ja,Ja,Ja,
2016-11-03,Buøy skole,Ja,Ja,Ja,
2016-11-04,Buøy skole,Ja,Ja,Ja,
2016-11-05,Buøy skole,Nei,Nei,Nei,Lørdag
2016-11-06,Buøy skole,Nei,Nei,Nei,Søndag
2016-11-07,Buøy skole,Ja,Ja,Ja,
2016-11-08,Buøy skole,Ja,Ja,Ja,
2016-11-09,Buøy skole,Ja,Ja,Ja,
2016-11-10,Buøy skole,Ja,Ja,Ja,
2016-11-11,Buøy skole,Ja,Ja,Ja,
2016-11-12,Buøy skole,Nei,Nei,Nei,Lørdag
2016-11-13,Buøy skole,Nei,Nei,Nei,Søndag
2016-11-14,Buøy skole,Ja,Ja,Ja,
2016-11-15,Buøy skole,Ja,Ja,Ja,
2016-11-16,Buøy skole,Ja,Ja,Ja,
2016-11-17,Buøy skole,Ja,Ja,Ja,
2016-11-18,Buøy skole,Nei,Ja,Nei,Planleggingsdag
2016-11-19,Buøy skole,Nei,Nei,Nei,Lørdag
2016-11-20,Buøy skole,Nei,Nei,Nei,Søndag
2016-11-21,Buøy skole,Ja,Ja,Ja,
2016-11-22,Buøy skole,Ja,Ja,Ja,
2016-11-23,Buøy skole,Ja,Ja,Ja,
2016-11-24,Buøy skole,Ja,Ja,Ja,
2016-11-25,Buøy skole,Ja,Ja,Ja,
2016-11-26,Buøy skole,Nei,Nei,Nei,Lørdag
2016-11-27,Buøy skole,Nei,Nei,Nei,Søndag
2016-11-28,Buøy skole,Ja,Ja,Ja,
2016-11-29,Buøy skole,Ja,Ja,Ja,
2016-11-30,Buøy skole,Ja,Ja,Ja,
2016-12-01,Buøy skole,Ja,Ja,Ja,
2016-12-02,Buøy skole,Ja,Ja,Ja,
2016-12-03,Buøy skole,Nei,Nei,Nei,Lørdag
2016-12-04,Buøy skole,Nei,Nei,Nei,Søndag
2016-12-05,Buøy skole,Ja,Ja,Ja,
2016-12-06,Buøy skole,Ja,Ja,Ja,
2016-12-07,Buøy skole,Ja,Ja,Ja,
2016-12-08,Buøy skole,Ja,Ja,Ja,
2016-12-09,Buøy skole,Ja,Ja,Ja,
2016-12-10,Buøy skole,Nei,Nei,Nei,Lørdag
2016-12-11,Buøy skole,Nei,Nei,Nei,Søndag
2016-12-12,Buøy skole,Ja,Ja,Ja,
2016-12-13,Buøy skole,Ja,Ja,Ja,
2016-12-14,Buøy skole,Ja,Ja,Ja,
2016-12-15,Buøy skole,Ja,Ja,Ja,
2016-12-16,Buøy skole,Ja,Ja,Ja,
2016-12-17,Buøy skole,Nei,Nei,Nei,Lørdag
2016-12-18,Buøy skole,Nei,Nei,Nei,Søndag
2016-12-19,Buøy skole,Ja,Ja,Ja,
2016-12-20,Buøy skole,Ja,Ja,Ja,
2016-12-21,Buøy skole,Ja,Ja,Ja,
2016-12-22,Buøy skole,Nei,Nei,Ja,Juleferie
2016-12-23,Buøy skole,Nei,Nei,Ja,Juleferie
2016-12-24,Buøy skole,Nei,Nei,Nei,Lørdag
2016-12-25,Buøy skole,Nei,Nei,Nei,1. juledag
2016-12-26,Buøy skole,Nei,Nei,Nei,2. juledag
2016-12-27,Buøy skole,Nei,Nei,Ja,Juleferie
2016-12-28,Buøy skole,Nei,Nei,Ja,Juleferie
2016-12-29,Buøy skole,Nei,Nei,Ja,Juleferie
2016-12-30,Buøy skole,Nei,Nei,Ja,Juleferie
2016-12-31,Buøy skole,Nei,Nei,Nei,Lørdag
2017-01-01,Buøy skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,Buøy skole,Nei,Ja,Ja,Planleggingsdag
2017-01-03,Buøy skole,Ja,Ja,Ja,
2017-01-04,Buøy skole,Ja,Ja,Ja,
2017-01-05,Buøy skole,Ja,Ja,Ja,
2017-01-06,Buøy skole,Ja,Ja,Ja,
2017-01-07,Buøy skole,Nei,Nei,Nei,Lørdag
2017-01-08,Buøy skole,Nei,Nei,Nei,Søndag
2017-01-09,Buøy skole,Ja,Ja,Ja,
2017-01-10,Buøy skole,Ja,Ja,Ja,
2017-01-11,Buøy skole,Ja,Ja,Ja,
2017-01-12,Buøy skole,Ja,Ja,Ja,
2017-01-13,Buøy skole,Ja,Ja,Ja,
2017-01-14,Buøy skole,Nei,Nei,Nei,Lørdag
2017-01-15,Buøy skole,Nei,Nei,Nei,Søndag
2017-01-16,Buøy skole,Ja,Ja,Ja,
2017-01-17,Buøy skole,Ja,Ja,Ja,
2017-01-18,Buøy skole,Ja,Ja,Ja,
2017-01-19,Buøy skole,Ja,Ja,Ja,
2017-01-20,Buøy skole,Ja,Ja,Ja,
2017-01-21,Buøy skole,Nei,Nei,Nei,Lørdag
2017-01-22,Buøy skole,Nei,Nei,Nei,Søndag
2017-01-23,Buøy skole,Ja,Ja,Ja,
2017-01-24,Buøy skole,Ja,Ja,Ja,
2017-01-25,Buøy skole,Ja,Ja,Ja,
2017-01-26,Buøy skole,Ja,Ja,Ja,
2017-01-27,Buøy skole,Ja,Ja,Ja,
2017-01-28,Buøy skole,Nei,Nei,Nei,Lørdag
2017-01-29,Buøy skole,Nei,Nei,Nei,Søndag
2017-01-30,Buøy skole,Ja,Ja,Ja,
2017-01-31,Buøy skole,Ja,Ja,Ja,
2017-02-01,Buøy skole,Ja,Ja,Ja,
2017-02-02,Buøy skole,Ja,Ja,Ja,
2017-02-03,Buøy skole,Ja,Ja,Ja,
2017-02-04,Buøy skole,Nei,Nei,Nei,Lørdag
2017-02-05,Buøy skole,Nei,Nei,Nei,Søndag
2017-02-06,Buøy skole,Ja,Ja,Ja,
2017-02-07,Buøy skole,Ja,Ja,Ja,
2017-02-08,Buøy skole,Ja,Ja,Ja,
2017-02-09,Buøy skole,Ja,Ja,Ja,
2017-02-10,Buøy skole,Ja,Ja,Ja,
2017-02-11,Buøy skole,Nei,Nei,Nei,Lørdag
2017-02-12,Buøy skole,Nei,Nei,Nei,Søndag
2017-02-13,Buøy skole,Ja,Ja,Ja,
2017-02-14,Buøy skole,Ja,Ja,Ja,
2017-02-15,Buøy skole,Ja,Ja,Ja,
2017-02-16,Buøy skole,Ja,Ja,Ja,
2017-02-17,Buøy skole,Ja,Ja,Ja,
2017-02-18,Buøy skole,Nei,Nei,Nei,Lørdag
2017-02-19,Buøy skole,Nei,Nei,Nei,Søndag
2017-02-20,Buøy skole,Ja,Ja,Ja,
2017-02-21,Buøy skole,Ja,Ja,Ja,
2017-02-22,Buøy skole,Ja,Ja,Ja,
2017-02-23,Buøy skole,Ja,Ja,Ja,
2017-02-24,Buøy skole,Ja,Ja,Ja,
2017-02-25,Buøy skole,Nei,Nei,Nei,Lørdag
2017-02-26,Buøy skole,Nei,Nei,Nei,Søndag
2017-02-27,Buøy skole,Nei,Nei,Ja,Vinterferie
2017-02-28,Buøy skole,Nei,Nei,Ja,Vinterferie
2017-03-01,Buøy skole,Nei,Nei,Ja,Vinterferie
2017-03-02,Buøy skole,Nei,Nei,Ja,Vinterferie
2017-03-03,Buøy skole,Nei,Nei,Ja,Vinterferie
2017-03-04,Buøy skole,Nei,Nei,Nei,Lørdag
2017-03-05,Buøy skole,Nei,Nei,Nei,Søndag
2017-03-06,Buøy skole,Ja,Ja,Ja,
2017-03-07,Buøy skole,Ja,Ja,Ja,
2017-03-08,Buøy skole,Ja,Ja,Ja,
2017-03-09,Buøy skole,Ja,Ja,Ja,
2017-03-10,Buøy skole,Ja,Ja,Ja,
2017-03-11,Buøy skole,Nei,Nei,Nei,Lørdag
2017-03-12,Buøy skole,Nei,Nei,Nei,Søndag
2017-03-13,Buøy skole,Ja,Ja,Ja,
2017-03-14,Buøy skole,Ja,Ja,Ja,
2017-03-15,Buøy skole,Ja,Ja,Ja,
2017-03-16,Buøy skole,Ja,Ja,Ja,
2017-03-17,Buøy skole,Ja,Ja,Ja,
2017-03-18,Buøy skole,Nei,Nei,Nei,Lørdag
2017-03-19,Buøy skole,Nei,Nei,Nei,Søndag
2017-03-20,Buøy skole,Ja,Ja,Ja,
2017-03-21,Buøy skole,Ja,Ja,Ja,
2017-03-22,Buøy skole,Ja,Ja,Ja,
2017-03-23,Buøy skole,Ja,Ja,Ja,
